name                                                                                                                             Code_Page                                                                                                                                                                                                                                                        description
Khmer_100_CI_AI                                                                                                                  0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Khmer_100_CI_AI_WS                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Khmer_100_CI_AI_KS                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Khmer_100_CI_AI_KS_WS                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Khmer_100_CI_AS                                                                                                                  0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Khmer_100_CI_AS_WS                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Khmer_100_CI_AS_KS                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Khmer_100_CI_AS_KS_WS                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Khmer_100_CS_AI                                                                                                                  0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Khmer_100_CS_AI_WS                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Khmer_100_CS_AI_KS                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Khmer_100_CS_AI_KS_WS                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Khmer_100_CS_AS                                                                                                                  0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Khmer_100_CS_AS_WS                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Khmer_100_CS_AS_KS                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Khmer_100_CS_AS_KS_WS                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Khmer_100_CI_AI_SC                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Khmer_100_CI_AI_WS_SC                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Khmer_100_CI_AI_KS_SC                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Khmer_100_CI_AI_KS_WS_SC                                                                                                         0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Khmer_100_CI_AS_SC                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Khmer_100_CI_AS_WS_SC                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Khmer_100_CI_AS_KS_SC                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Khmer_100_CI_AS_KS_WS_SC                                                                                                         0                                                                                                                                                                                                                                                                Khmer-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Khmer_100_CS_AI_SC                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Khmer_100_CS_AI_WS_SC                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Khmer_100_CS_AI_KS_SC                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Khmer_100_CS_AI_KS_WS_SC                                                                                                         0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Khmer_100_CS_AS_SC                                                                                                               0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Khmer_100_CS_AS_WS_SC                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Khmer_100_CS_AS_KS_SC                                                                                                            0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Khmer_100_CS_AS_KS_WS_SC                                                                                                         0                                                                                                                                                                                                                                                                Khmer-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Korean_90_BIN                                                                                                                    949                                                                                                                                                                                                                                                              Korean-90, binary sort
Korean_90_BIN2                                                                                                                   949                                                                                                                                                                                                                                                              Korean-90, binary code point comparison sort
Korean_90_CI_AI                                                                                                                  949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Korean_90_CI_AI_WS                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Korean_90_CI_AI_KS                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Korean_90_CI_AI_KS_WS                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Korean_90_CI_AS                                                                                                                  949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Korean_90_CI_AS_WS                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Korean_90_CI_AS_KS                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Korean_90_CI_AS_KS_WS                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Korean_90_CS_AI                                                                                                                  949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Korean_90_CS_AI_WS                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Korean_90_CS_AI_KS                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Korean_90_CS_AI_KS_WS                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Korean_90_CS_AS                                                                                                                  949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Korean_90_CS_AS_WS                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Korean_90_CS_AS_KS                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Korean_90_CS_AS_KS_WS                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Korean_90_CI_AI_SC                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Korean_90_CI_AI_WS_SC                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Korean_90_CI_AI_KS_SC                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Korean_90_CI_AI_KS_WS_SC                                                                                                         949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Korean_90_CI_AS_SC                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Korean_90_CI_AS_WS_SC                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Korean_90_CI_AS_KS_SC                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Korean_90_CI_AS_KS_WS_SC                                                                                                         949                                                                                                                                                                                                                                                              Korean-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Korean_90_CS_AI_SC                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Korean_90_CS_AI_WS_SC                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Korean_90_CS_AI_KS_SC                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Korean_90_CS_AI_KS_WS_SC                                                                                                         949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Korean_90_CS_AS_SC                                                                                                               949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Korean_90_CS_AS_WS_SC                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Korean_90_CS_AS_KS_SC                                                                                                            949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Korean_90_CS_AS_KS_WS_SC                                                                                                         949                                                                                                                                                                                                                                                              Korean-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Korean_100_BIN                                                                                                                   949                                                                                                                                                                                                                                                              Korean-100, binary sort
Korean_100_BIN2                                                                                                                  949                                                                                                                                                                                                                                                              Korean-100, binary code point comparison sort
Korean_100_CI_AI                                                                                                                 949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Korean_100_CI_AI_WS                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Korean_100_CI_AI_KS                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Korean_100_CI_AI_KS_WS                                                                                                           949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Korean_100_CI_AS                                                                                                                 949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Korean_100_CI_AS_WS                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Korean_100_CI_AS_KS                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Korean_100_CI_AS_KS_WS                                                                                                           949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Korean_100_CS_AI                                                                                                                 949                                                                                                                                                                                                                                                              Korean-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Korean_100_CS_AI_WS                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Korean_100_CS_AI_KS                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Korean_100_CS_AI_KS_WS                                                                                                           949                                                                                                                                                                                                                                                              Korean-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Korean_100_CS_AS                                                                                                                 949                                                                                                                                                                                                                                                              Korean-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Korean_100_CS_AS_WS                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Korean_100_CS_AS_KS                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Korean_100_CS_AS_KS_WS                                                                                                           949                                                                                                                                                                                                                                                              Korean-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Korean_100_CI_AI_SC                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Korean_100_CI_AI_WS_SC                                                                                                           949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Korean_100_CI_AI_KS_SC                                                                                                           949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Korean_100_CI_AI_KS_WS_SC                                                                                                        949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Korean_100_CI_AS_SC                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Korean_100_CI_AS_WS_SC                                                                                                           949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Korean_100_CI_AS_KS_SC                                                                                                           949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Korean_100_CI_AS_KS_WS_SC                                                                                                        949                                                                                                                                                                                                                                                              Korean-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Korean_100_CS_AI_SC                                                                                                              949                                                                                                                                                                                                                                                              Korean-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Korean_100_CS_AI_WS_SC                                                                                                           949                                                                                                                                                                                                                                                              Korean-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
